,comentario,rango_humano
788,brkn void me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
789,mucho activismo en los comentarios pero la mayoría compraron los álbumes qué es una ganancia para ellos y van hasta endeudarse alguno para ir al mundial,
790,no pueden protegernos a nosotros ah pero que tal a los visitantes es una burla más me da risa mucho,
791,entonces solo habrá seguridad por el mundial me entristece,
792,que triste que solo por presión extranjera este gobierno mediocre haga lo que tiene que hacer,
793,aquí en méxico se preocupa más por pendejadas como el mundial que por las cosas que verdaderamente importa a si es méxico,
794,es ridículo que solo por el mundial desplieguen tanta seguridad así eso debió haber sido hace años y siempre,
795,no pues entonces que nunca se vayan los turistas caray para estar más protegidos,
796,wey y porque no ablas de eeuu de nada,
797,se dan cuenta que eso lo podrían hacer sin el mundial y no lo hacen,
798,a la chingada el mundial,
799,dos puntos el primero hagan una manifestación durante los partidos del mundial afuera de los estadios en las zonas donde habrá pantallas para ver los partidos y etc habrá medios de todo el mundo y gente de muchos países que posiblemente lleguen a grabar y se haga noticia mundial cierren también algunas calles para hacer más tardado el acceso a los partidos asi podrán ser más escuchados y tendrán la ayuda que necesitan segundo punto la mayoría del dinero invertido para remodelaciones decoraciones etc es por parte de la fifa el gobierno solo pone una pequeña parte realmente el gobierno si quisiera ayudar ya hubiera destinado más fondos a eso pero simplemente no quiere amo el fútbol y estoy a favor del mundial pero sinceramente no sería lo mismo si mi madre padre hermana o amigos no estuvieran para verlo a mi lado ojalá que encuentren a sus familiares y que vivan en paz esperemos que sean escuchados y que el gobierno haga algo,
800,es más importante el mundial,
801,y mas de 200 mdp en remodelacion en jalisco que tristeza,
802,que hagan su trabajo no mundial tantas carencias necesidades para el mundial deberían plantarse en los estadios lo familiares de desaparecidos en protesta para que el mundo se de cuenta de lo que se vive,
803,los que vallan a mexico,
804,pues que no se pierdan y ya,
805,se nota el dolor en sus palabras perder un familiar debe ser terrible espero algún día aparezcan me gusta me entristece,
806,como me dueles méxico me entristece mucho,
807,difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
808,en estos momentos el mundial es importante,
809,se me apachurra el corazón me entristece,
810,si debemos estar en contra del mundial es un gasto innecesario para el mundo mientras hay temas como este que realmente si importan,
811,que dios padre les bendiga y logren encontrar a sus hijos,
812,no bueno el pan naranja fue lo mismo q fox anunciando un cambio real pero realmente dió atole con el dedo fuerza hermanos jaliscienses,
813,que triste saber que el gobierno no le interesa su país,
814,cómo romperme el corazón en segundos nuestros desaparecidos muchos jugaban fútbol,
815,queeeee,
816,la gran mayoría de investigación es privada el gobierno solo gasta en remodelasion pública pero ese es su trabajo,
817,o sea pero por qué todo lo quieren hacer el mero día del mundial ay no dios mío con esta gente deje en el mundial en paz déjenos disfrutar el fútbol déjenos disfrutar algo que nos gusta,
818,ahhh o sea que si pueden fortalecer la seguridad pero no quieren,
819,y solo para el mundial,
820,sigan votando por morena mexico no importa el mundial si,
821,falta cumplirle a los campesinos si no van a cancelar el mundial,
822,es que no lo entenderías son cosas diferentes,
823,a mí me contestaron muchos que ellos si quieren mundial es decepcionante,
824,pueden proteger a todos menos a los mexicanos,
825,esto deberían de hacer todos los días sin mundial para proteger a su país,
826,se necesitan al menos 9 palabras una coma y un punto para que tu comentario cuente así que copia y pega,
827,que impotencia me entristece,
828,a quien le importa el mundial ahorita,
829,difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
830,dios nos bendiga,
831,manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
832,que triste me entristece mucho,
833,osea que si hay seguridad pero no para el mexicano,
834,el gobierno protegiendo el mundial a toda costa pero no a los propios mexicanos me da risa,
835,interactuando,
836,no necesitamos un mundial necesitamos justicia y seguridad,
837,méxico no necesita un mundial necesitamos un mejor país,
838,deberia existir una plataforma de fácil acceso que diera nombre del desaparecido y estatus oficial emitido por el organismo que atiende este delito,
839,sugar coffee gaby s gf valex beatrice manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
840,asi nos deberían de proteger a todos los mexicanos que vistamos a nuestro país,
841,solo por el mundial los demás días los mexicanos pueden buscar su propia seguridad y aún así hay gente que piensa que la 4t es lo mejor,
842,que lo quiten que lo quiten,
843,proteger a los extranjeros proteger a los mexicanos,
844,hay que reforzar esas pegas los días de mundial,
845,bueno y ahora con la guerra de eeuu vs iran apoco no hay miedo en ir a ver el mundial ahi tambien,
846,todo sea por los extranjeros y que a los mexicanos nos cargue la chingasa,
847,aun asi mexico no es seguro mundial cancelado,
848,no están solos papás,
849,no queremos mundial,
850,sigan alzando la voz,
851,ya cancelen el mundial,
852,y porque no hacen eso a diario en méxico osea solo por qué será el mundial,
853,me encanta el futbol y espero con ansias que empiece el mundial pero deseo que los mexicanos se hagan muuuy presentes el día de la inauguración afuera del azteca es la oportunidad perfecta para que el mundo sepa lo que vivimos,
854,noalmundial me enoja muchisimo,
855,dijo el ciego lla beremos si la misma corrumcion esta en la misma ley,
856,y por qué no asen un plan para la seguridad de los mexicanos que burla de este gobierno con sus ciudadanos,
857,0,
858,estamos con ustedes,
859,entnsses los mexicanos no importan k rraros estos goviernos,
860,justicia me gusta,
861,si que el mundial se suspenda en mexico,
862,todavía se pueden hacer escuchar cerrar las vialidades los días que habrá juego en la ciudad tanto para jugadores como en general sería un foco de exposición global para ejercer algo de presión,
863,más gusto me dará cuando méxico haga el ridículo en el mundial me encanta el fútbol pero jamás será más importante que situaciones como esta,
864,mi profundo respeto empatía que puedan dar con sus familiares y puedan dar fin a su pesar,
865,osea si hay seguridad pero solo para lo q les conviene,
866,y para cuándo él plan para proteger a los mexicanos,
867,por qué no hay empatía,
869,no queremos mundial primero lo primero,
870,reforzar la seguridad porque es tu trabajo que el país sea seguro reforzar la seguridad para que no te quiten el mundial que solo beneficia a millonarios,
871,lamentable vivimos en un mundo capitalista no todo puede ser bonito y correcto y aun más con la corrupción son cosas que la única forma de corregir es revivir como una sociedad mejor,
872,paz primero y luego mundial,
873,si el gobierno quisiera combatir a los cárteles si podría hacerlo con este despliegue lo están demostrando lo que pasa es que no quieren combatirlos,
874,no queremos mundial queremos justicia,
875,hoooorale señor omar y porque no nos hace un plan kukulkan para los mexicanos también porfis me da risa,
876,yo voto porque kukulcán se quede después del mundial en jalisco hasta que jalisco sea seguro y libre,
877,interacturando,
878,pero que gobierno tan descarado no tienen un plan para proteger a su propia gente y si prometen proteger a los extranjeros por dios,
879,ósea que si protegen a los extranjeros y a los mexicanos ni los quieren apoyar,
880,y por qué no hacen ese plan para limpiar méxico no solo por un show,
881,que se cancele,
882,no quieren perder el circo me da risa muchisimo,
883,interactuando,
884,interactuando,
885,eso está muy tarde debieron haber iniciado hace 7 años pero no eran abrazos y no balazos,
886,ósea que siempre pudieron dar seguridad como en el salvador pero no querían,
887,no sé vale que le pongas más atención ahora que no está que cuando lo tenías a tu lado,
888,y por qué no despliegan eso permanentemente,
889,necesitamos seguridad y a todos los mexicanos que se unan y digan no al mundial me enoja mucho,
890,osea que nos mienten si pueden defender extranjeros pero no nos pueden defender a los mexicanos,
891,si supieran que el estadio es un panteón mexico es una fosa gigante,
892,los apoyo y espero tengan una esperanza de encontrar a sus seres queridos de corazón espero los encuentren y el mundial que se valla alv,
893,osea que el gobierno de méxico solo puede aplicar un plan como este cuando le van a quitar del torneo de la copa del mundo y no en el ámbito diario,
894,sarai bautista acost brkn void me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
895,tiene tiempo para planear proteger extranjeros pero no pueden combatir el narco,
896,o sea que si es posible vivir en un méxico seguro solo que tienen que quedar bien con todo el mundo menos con su pueblo órale,
897,ojalá cancelen el mundial,
898,ajá los extranjeros bien protegidos y bien asustados,
899,pablo lemus con mucho coraje para ti,
900,y después del mundial que nos lleve la vrg,
901,el prian firmó los acuerdos del mundial y movimiento ciudadno es lo mismo,
902,y si contratan mejor a nayib bukele,
903,ósea que si podían y no querían,
904,no pos ojalá todos los días haya mundial porque solo así hacen algo,
905,gracias sheinbaum,
906,se ven bien piratas nuestros aviones la vdd,
907,nos queda claro que a este gobierno no le interesa protegernos,
908,pero la presidenta dice que no pasa nada,
909,que vergüenza para los mexicanos y porq no degan esa seguridad por siempre ósea q si se puede pero no quieren invertir en su pueblo,
910,pero el responsable del mundial el la presidencia no las gobernaturas,
911,y porque no aplican ese plan de manera permanente,
912,protegen a otros y no a su propia gente wow,
913,no queremos mundial queremos seguridad,
914,esto solo se dará por el mundial y por que esta actividad de seguridad no tenemos seguridad garantizada a mexico y los mexicanos,
915,y porque no protegen al país así normalmente osea si se puede pero solo para este evento y todo lo de más del año nos fre mos todos,
916,no pueden evitar los asaltos afuera del foro sol estadio gnp y así quieren cuidar a los turistas y asistentes al mundial por dios,
917,que le quiten la sede,
918,interactuando,
919,pero si lemus dice que no hay suficiente personal policial por eso vallarta terminó así pero para los turistas si va a haber personal,
920,30 días de seguridad en méxico hay de disfrutarla porque no lo volveremos a ver hasta que tengamos otro mundial,
921,y por qué no despliega esa seguridad todos los días,
922,nada grita seguridad como estar constante rodeado de policías militares y guardia nacional no es una imagen muy acogedora y reconfortante,
923,que no se pierda esta publicación que de vuelta al mundo,
924,y si hacemos un mundial cada mes y así estamos protegidos todo el año,
925,lo que gastaron en traer el concierto de shakira y de los bts,
926,valex beatrice manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
927,no al mundial,
928,y a nosotros cuando,
929,cuidan más alos extranjeros que asu propia gente gobierno hambriado y corrupto,
930,seguridad durante y porque no siempre,
931,haber cuantos turistas desaparecen durante el mundial,
932,pero la presidenta prefiere decir que no veamos tv azteca,
933,que triste así nos deberían cuidar a nosotros 15 días después volvemos a la realidad,
934,movimiento naranja nanana,
935,protegiendo a los de afuera y a las mujeres de mexico y los desaparecid s nada,
936,hagan estos videos con subtítulos en ingles para que otros paises se enteren,
937,no queremos un mundial queremos visibilidad y soluciones a cosas que realmente importan,
939,kukulkan van a llamar a namor,
940,plan khe,
941,pues lamento decirles que jamás los van a encontrar me da risa,
942,con esto demuestra que el gobierno si puede vs el narco solo qué no quieren,
943,ósea que si pueden pero no quieren,
944,o sea que si se puede proteger a los mexicanos solo que no lo quieren hacer,
945,no queremos mundial queremos 0 violencia 0 políticos corruptos,
946,mexicanos unidos jamás serán vencidos,
947,apollemos a estos padres y madres buscadoras dios los bendiga y los proteja,
948,interactuando,
949,ayúdenme a compartir,
950,seguridad para los extranjeros y a los ciudadanos mexicanos nada,
951,jordy q el mundial no trae ningún beneficio al país anfitrión solo hay que investigar el desastre que ocurrió en cada país anfitrión del mundial,
952,si ni con los suyos le importa ahora con turistas,
953,bueno siempre en un sistema capitalista el capital va a estar por arriba que los seres humanos y hoy la fifa soborna a gobiernos y gana millones exitos y esperemos que tengan buenos resultados,
954,nmmz llevan pidiendo más de 90 años seguridad nunca se va acabar la delincuencia me entristece,
955,así nos deberían de cuidar todos los días alos mexicanos,
956,espero que pueden encontrar finalmente a sus familiares o saber saber su destino fuerzas a las familias que están en la busca de encontrar respuestas mis condolencias y espero que pronto la gente pueda dar más visibilidad a toda está problemática que es hasta el día de hoy es difícil de mantener oculto ya que el sufrimiento no se olvida ni mucho menos de ve como algo vergonzoso de l país todos son importantes de igual manera que tiene personas que les importa tanto como mujeres y hombre esperopronto puedan ser ayudados con buena fé,
957,donde puedo donar para sus impresiones,
958,hay otros que nacen en méjico,
959,le pido a dios que todos ustedes encuentren a sus seres queridos,
960,la cosa debe estar grabe para invocar a kukulkán,
961,entonces siempre han podido,
962,osea están reconociendo que si pueden dar seguridad a méxico pero han escogido en no hacerlo todo este tiempo este régimen es una burla,
963,siga alzando la voz,
964,la vrda si me da vergüenza decir que soy de méxico we,
965,que así cuidaran a los mexicanos todos los días otra historia sería,
966,no ma si podían hacen eso porque no lo hicieron con nosotros,
967,todo eso deben usar para acabar con los carteles y cuidar a la ciudadanía siempre,
968,dios mio no puedo imaginar ese dolor me entristece mucho,
969,ya pactaron con el narco que no haga desmadre en las sedes,
970,osea tienen dinero para movilizar a tantos elementos de fuerzas de seguridad para un mundial y no para luchar contra el narco me da risa,
971,jaliscomajico,
972,botón de deseo que méxico no participe como sede del mundial,
973,3 mil millones en 3 focos esteticos en el metro nmms,
974,y la seguridad para la demás gente que,
975,creo que este mundial no va a ir mucha gente solo a canadá me da risa mucho,
976,ósea que si pueden brindar seguridad pero no les da la gana,
977,los mexicanos,
978,ojala el mundial durará para siempre,
979,yo soy de méxico y no vengan no le den dinero a este marco gobierno,
980,y quien pidió el mundial peña nieto xq las cedes se eligen con 8 años de anticipación,
982,mi total admiración y respeto hacía con ustedes por su persistencia y fuerza que dios les permita reunirse nuevamente con sus familiares,
983,no queremos mundial queremos paz,
984,que así se movieran pra acabar con la delincuencia en méxico y no nada más para un evento deportivo,
985,y por que lo tienen que hacer cuando va a estar un evento de talla mundial y no diariamente para los mexicanos,
986,seguridad para el turista y abrazos para los mexicanos,
987,así debería ser todos los días,
988,quieren hacer en meses lo que no han podido en años me da risa,
989,espero encuentren a sus hijos nadie debiera pasar por eso,
990,ojalá así nos cuidaran todo el tiempo para combatir,
991,no les va a funcionar nunca les funciona,
992,un aplauso para ustedes,
993,triste la situación de méxico,
994,no estamos encontra del mundial estamos encontra del olvido,
995,muy bien vergüenza es lo que no tiene el gobierno,
