comentario,puntuacion_estimada,puntuacion_real,confianza,categoria
quien en su sano juicio iría a méxico solo por el mundial,1,,0.43206077814102173,seguridad
lo gestionó la administración de calderón o peña,5,,0.3512492775917053,seguridad
me da risa entonces gastarán más que lo que ingresara,1,,0.5141226649284363,seguridad
señores entiendan el narcotrafico esta en el congreso por eso no lo hacen,1,,0.7209897637367249,seguridad
kukul que,3,,0.2332194745540619,seguridad
messi y cristina llegando a méxico,5,,0.30782657861709595,seguridad
in dia de mundial por años de desaparesidos mamas con el dolor de no saber de sus hijos mi mexico duele,5,,0.6267143487930298,seguridad
voten bien la próxima,4,,0.4338377118110657,seguridad
con lo que gastan de impresiones todos los días junten para tener suficientes para tapizar el mero día del mundial,5,,0.3310934603214264,seguridad
las madres buscadoras requieren todo el apoyo,3,,0.2782171666622162,seguridad
ni uno más porque si nos falta uno nos faltan todos,1,,0.511658251285553,seguridad
méxico no quiere mundial méxico quiere seguridad,1,,0.4680192172527313,seguridad
están en contra del olvido de nuestros desaparecidos recuerda que el gobierno es el culpable de que el sistema este corrompido,1,,0.6323705911636353,seguridad
me da risa ni regalado voy para méxico quiero ver el mundial no andar esquivando balas me da risa mucho,1,,0.7145269513130188,seguridad
una manifestación mega grande el día del mundial que el mundo se entere en carne propia lo que se vive día a día en méxico,5,,0.7919819355010986,seguridad
not0da la culpa la tiene el gobierno también es la educación dela casa la libertad ke les dan alos hijos casi no pasa eso hoy en día,1,,0.6565161943435669,seguridad
mientras tanto,3,,0.36294227838516235,seguridad
estan queriendo desir que si se puede garantisar seguridad pero solo cuando le conviene al gobierno,3,,0.3750576078891754,seguridad
interactuando,4,,0.4207496643066406,seguridad
que se cancelé el mundial no lo queremos,1,,0.6624575853347778,seguridad
jajajja vaya manera de decir si podemos hacer las cosas bien y mejorar el país pero no queremos,3,,0.3241463601589203,seguridad
cuanto dolor dios mio cuanto sufrimiento,5,,0.3411608934402466,seguridad
ya ven que el estado si tiene con que cuando se lo mandan,3,,0.2638762891292572,seguridad
no queremos mundial queremos seguridad,1,,0.28013885021209717,seguridad
pero si en méxico te asalta hasta la policía,2,,0.30244743824005127,seguridad
el plan yo calmo a mis criminales no pasa nada solo doy la orden,1,,0.3570204973220825,seguridad
que cosas,5,,0.3372291028499603,seguridad
no sería más fácil hacer los juegos en otro pais,2,,0.4198254644870758,seguridad
no queremos mundial queremos seguridad en todo méxico medicinas en los hospitales ya vasta que estén derrochando el poco dinero que hay me enoja muchisimo,1,,0.6967283487319946,seguridad
creo que está quedando claro que los mexicanos no queremos mundial queremos vivir seguros,1,,0.24957793951034546,seguridad
así deberían de asegurar la seguridad de los ciudadanos para siempre no nada más cuando hay mundial,5,,0.40638965368270874,seguridad
no enserio que pena,1,,0.38301753997802734,seguridad
dios los bendiga,5,,0.4402882158756256,seguridad
mucha gente invierte en el mundial de que es difícil pero entonces debieron interponer todas las medidas para que no se celebrara en méxico suena crudo,2,,0.3813033401966095,seguridad
al chile méxico no merece nada,1,,0.7461527585983276,seguridad
mexicanos hay que tumbar el mundial,1,,0.4620315432548523,seguridad
con todo lo qué pasa en el país de verdad necesitamos un mundial yo no lo creo,1,,0.4086938202381134,seguridad
no nos cuidan a los mexicanos van a andar cuidando extrangeros,1,,0.7305408716201782,seguridad
de hecho el futbol es un ente muy aparte a la politica los gobiernos no pagsn a los jugadores etc,1,,0.26548001170158386,seguridad
ojalá así nos protegieran a nosotros los mexicanos,5,,0.44973430037498474,seguridad
yo no entiendo como no son empaticos ósea soy madre y perder un hijo no tiene nombre y se que no puedo dimensionar lo que sienten pero si puedo hacer algo y si el gobierno tiene recursos es incongruente que para unas cosas si puede gastar y otras no,2,,0.4167848527431488,seguridad
y ya que se acabe el mundial volvemos a los asesinatos y desapariciones,5,,0.3085811734199524,seguridad
buenos para proteger a extranjeros y no para proteger a su gente,3,,0.367026150226593,seguridad
no queremos mundial queremos seguridad,1,,0.28013885021209717,seguridad
deberían de acudir al cuadro del centro histórico justo donde están pintando y remodelando y alli pedirle permiso a cada locatario para poner una pequeña lona en el exterior,1,,0.44119563698768616,seguridad
cuando tendremos un buen gobierno cada vez lo veo más imposible me entristece,2,,0.42323383688926697,seguridad
y parece que nadie conoce a los secuestradores solo es cuestión de investigación sería,1,,0.5346693396568298,seguridad
me estás diciendo que mexico si puede implementar medidas de seguridad pero no para los mexicanos,1,,0.36859995126724243,seguridad
ven que si tienen con que detener el narco pero no lo hacen,2,,0.3852478265762329,seguridad
es de terror lo que vivimos en méxico,1,,0.5506801009178162,seguridad
debe ser una pesadilla vivir en mexico y un holocausto caminar en ella,1,,0.6497599482536316,seguridad
claudia se convirtió en calderón,5,,0.28053224086761475,seguridad
que triste la verdad y mas triste a un que le valga un cacahuate a la presidenta,1,,0.649259626865387,seguridad
esa seguridad debe de ser permanente acaso vale mas la vida de extranjeros que los mexicanos,3,,0.27258870005607605,seguridad
justiciaaaaaaaaa,1,,0.35447654128074646,seguridad
ojalá en verdad cancelen el mundial,1,,0.5929002165794373,seguridad
bien hecho yo soy aficionado al fútbol pero antes que eso soy papá de tres y no quisiera pensar que algo les pasara sigan adelante apoyo total,4,,0.5422254204750061,seguridad
no queremos mundial queremos que busquen a nuestros desaparecidos,1,,0.5547975897789001,seguridad
a méxico le iban a quitar ser sede y a eeuu porque no si se metió en un lío con irán y a él no,1,,0.652320921421051,seguridad
saben qué da mucha vergüenza que hay personas que prefieren que su equipo gane a que encuentren a los desaparecidos,1,,0.4916280508041382,seguridad
ahora resulta que si se puede cuidar las ciudades,3,,0.4310142397880554,seguridad
lo bueno es que méxico está en paz si no para que meter tanta seguridad,3,,0.33796021342277527,seguridad
y los mexicanos desapareciendo cada día,1,,0.3018314242362976,seguridad
que dejen ese plan para el resto del sexenio qué les cuesta,4,,0.33776041865348816,seguridad
ojalá suspendan ese mundial,1,,0.6666752099990845,seguridad
está es la propaganda que la fifa necesita para revivir el mundial,5,,0.47411105036735535,seguridad
me encanta el mundial será un evento que disfrutaré mucho tienen mucha razón ojalá el país fuera diferente,5,,0.7237254977226257,seguridad
porque será que nos les creo si la policía es más corrupta que el gobierno,3,,0.2736591696739197,seguridad
el gobierno haciendo esto en mundial pero no lo hace a diario por que por que el gobierno esta al mando del narco,2,,0.33126017451286316,seguridad
proteger turistas x la derrama económica por unos dias y todos los ciudadanos que pagamos impuestos hasta x respirar no lo merecemos total burla para los mexicanos por mi que se cancele,1,,0.8613640069961548,seguridad
muy cierto,5,,0.28031355142593384,seguridad
que triste pero es la realidad que vivimos,3,,0.32616564631462097,seguridad
dios les de mucha más fuerza amor y valor para seguir algo que todo el gobierno carece vamos mexicanos apoyemos a la gente que si lo merece y no a un partido político que no merece que ninguna persona lo defienda,5,,0.6056697368621826,seguridad
no hay nada que celebrar que el mundo entero conozca lo que se vive aquí en méxico día con día el miedo a salir y no regresar,5,,0.45184093713760376,seguridad
para defender a los extranjeros y a los mexicanos cuando me da risa,5,,0.3716464340686798,seguridad
méxico mundial,5,,0.2952997088432312,seguridad
y están gastando en campañas,1,,0.48974207043647766,seguridad
y porque no hacen eso para sus ciudadanos,1,,0.4998573958873749,seguridad
que dolor caray,1,,0.32508018612861633,seguridad
i porque no asen eso por su propia jente,1,,0.37730085849761963,seguridad
jordy q el mundial no trae ningún beneficio al país anfitrión solo hay que investigar el desastre que ocurrió en cada país anfitrión del mundial,1,,0.7743769884109497,seguridad
como entonces si tienen la capacidad para desplazar un gran plan de seguridad para cuidar a los que son parte del mundial pero en diferentes estados no pueden erradicar la delincuencia que raro,3,,0.3747928738594055,seguridad
que no se haga en mexico,1,,0.5156102180480957,seguridad
we que se cancele,1,,0.5597081184387207,seguridad
nuestros desaparecidos muchos jugaban futbol,1,,0.4190552234649658,seguridad
son heroes que dios este con ellos y encuentren a sus seres amados,5,,0.6818535327911377,seguridad
por que no usan esa tecnología y elementos contra el crimen organizado que verguenza que el futbol tenga más importancia que la seguridad nacional,1,,0.7137450575828552,seguridad
y porque no protegen de esa misma forma a los mexicanos este gobierno es lo peor me enoja mucho,1,,0.7324399948120117,seguridad
para los turistas si hay seguridad y para nosotros los ciudadanos que,3,,0.3022160232067108,seguridad
totalmente de acuerdo por favor que nuestro próximo voto sea muy bien pensado,5,,0.49063578248023987,seguridad
o sea lo único que dan a entender es que méxico si tiene capacidad y de sobra en materia de seguridad pero solo para el mundial que interesante,3,,0.48732858896255493,seguridad
el detalle es que ls visitantes saben como los narcos están en la policia así que no es muy seguro,3,,0.4418732821941376,seguridad
por mucho que ame el fútbol la seguridad de las personas es importante el mundial no es importante cuando hay una crisis así en el país difundan el vídeo para que llegue a mas personas,2,,0.3389013409614563,seguridad
nada les embona que si hay seguridad que si es demasiada seguridad,2,,0.3618747889995575,seguridad
méxico está en guerra no tienen que hacer partidos ahí,1,,0.4945932924747467,seguridad
esto del mundial terminará muy mal,1,,0.7035202383995056,seguridad
dios bendiga a todas las personas que siguen buscando a sus hijos e hijas de todo corazón esperamos que puedan encontrar a sus jóvenes millones estamos con ustedes si podemos apoyar con algo cuentan con nosotros,5,,0.7060751914978027,seguridad
ojalá cancelen la sede,1,,0.4914725124835968,seguridad
allá no voy a ir nunca,1,,0.7524423599243164,seguridad
los mexicanos también tenemos miedo de salir en méxico,1,,0.4919429421424866,seguridad
era fuerza aerea o pobreza aerea,1,,0.28971388936042786,seguridad
le recomiendo no ir por su bien el narc se va a cobrar vid me entristece mucho,2,,0.3864656090736389,seguridad
el gobierno viendo como están llenas las calles de desaparecidos,1,,0.31895193457603455,seguridad
osea que si se puede hacer el gobierno y sus mentiras nada nuevo,1,,0.36490747332572937,seguridad
no sé preocupen el mundial será mayormente en eeuu,1,,0.5008487105369568,seguridad
cuidan a todos menos a los mexicanos me da risa vaya cosa,1,,0.4346402585506439,seguridad
será el plan kukusklan me da risa muchisimo,5,,0.4487692415714264,seguridad
justicia y apoyo para todas las familias que tienen un familiar desaparecido me entristece,5,,0.5780918002128601,seguridad
kukulkán me da risa,1,,0.32196471095085144,seguridad
si el gobierno mexicano le diera importancia a las personas que dia a día desaparecen como al mundial nadie se quejaria pero lastimosamente no hacen nada,1,,0.5400977730751038,seguridad
bloqueen todos los partidos ya basta de esta injusticia me enoja,1,,0.8323974013328552,seguridad
debería haber seguridad siempre,4,,0.26193687319755554,seguridad
hay más personas desaparecidas que los habitantes de una ciudad del interior de panamá me entristece,1,,0.411538690328598,seguridad
con esto demuestran que siempre han podido protegernos pero han decidido no hacerlo bendita 4t,3,,0.26836642622947693,seguridad
prefiero sentirme segura en mi país que un mundial o cualquier otra cosa 100,2,,0.3445236384868622,seguridad
si hay miedo en sus habitantes imagínate en habitantes de otros países,2,,0.2889872193336487,seguridad
y si el gobierno tiene esa capacidad de protección y defensa porque no aplica de manera permanente,3,,0.31839028000831604,seguridad
sólo para el mundial hee ya pasando regresa la realidad del país,2,,0.300432950258255,seguridad
tengan en cuenta que cubrirán un lado pero otros quedarán desprotegidos y ahí se harán los madres por qué todo esto que dicen solo es en las sedes,2,,0.36684635281562805,seguridad
en lugar del mundial ayuden a esas familias,5,,0.4566885530948639,seguridad
para eso si hay ejército marina gn pero aquí en sinaloa qué siga la violencia me gusta,3,,0.4540952146053314,seguridad
ay que me gusta saber que si hay seguridad,4,,0.33895447850227356,seguridad
tony osea están reconociendo que si pueden dar seguridad a méxico pero han escogido en no hacerlo todo este tiempo este régimen es una burla,1,,0.6704840064048767,seguridad
no queremos mundial queremos de regreso a nuestros desaparecid s,1,,0.6701411008834839,seguridad
cuándo sale el plan de seguridad que protege a los mexicanos,4,,0.2286386340856552,seguridad
el gobierno,5,,0.299143522977829,seguridad
yo amo el futbol pero que muy bueno el gobierno solo actua por los extranjeros cuando hay lugares que del diario sufren de violencia miedo y aveces no hay manera de sobrevivir,5,,0.25392404198646545,seguridad
ojalá y se cancele que no vengan los equipos de fútbol a méxico,1,,0.6376745700836182,seguridad
huelgas en los estadios sedes de mundial,1,,0.4055609107017517,seguridad
y si cooperamos para que impriman más,3,,0.42215830087661743,seguridad
así hubieran protegido al presidente municipal de uruapan el señor carlos manzo,1,,0.3176703155040741,seguridad
este gobierno es una real verguenza me da risa mucho,1,,0.9164605140686035,seguridad
y después de que se acabe el mundial a la normalidad de nuevo este operativo debería ser 24 7 los 365 y aplicarlo como nuevo decreto presidencial,1,,0.4885800778865814,seguridad
pues el mundial es cada 4 años desapareciones todos los días me da risa me da risa,1,,0.528293251991272,seguridad
porque la fifa no le hace lo mismo a eeuu así como le hizo contra rusia cuando empezaron la guerra,1,,0.5236165523529053,seguridad
entonces si pueden proteger al país pero solo cuando les conviene,3,,0.3937177062034607,seguridad
ya que tengamos gente hacen el mundial,5,,0.4018024802207947,seguridad
y por que no usan esa fuerza para contrarrestar a quienes atentan contra los propios mexicanos,1,,0.5174461603164673,seguridad
ósea que si se puede realizar un plan de protección a los ciudadanos,3,,0.3841741979122162,seguridad
excelente,5,,0.7857319712638855,seguridad
vergüenza de gobierno tenemos,1,,0.7673113942146301,seguridad
los gobiernos quieren silenciar la molestia de la gente en tantos sectores que ya no saben que hacer y piensan que es puro boot,5,,0.3469983637332916,seguridad
oyeron bien tiene como objetivo proteger a los turistas,4,,0.4558984339237213,seguridad
qué dolor me entristece mucho,2,,0.4488639831542969,seguridad
y si boycoteamos el fútbol,1,,0.3285028338432312,seguridad
kukulkan me suena conocido,5,,0.23377859592437744,seguridad
es una realidad que en méxico se vive un tema de inseguridad muy severo pero mayormente estos movimientos no digo que todo esté financiado por partidos políticos,2,,0.38505271077156067,seguridad
no cuidan a los mexicanos que les espera a los turistas tstsss,1,,0.5764852166175842,seguridad
ojalá el mundial durara por siempre,5,,0.42437341809272766,seguridad
ojala encuentren a sus familiares,4,,0.29684141278266907,seguridad
muy muy bueno su plan para cuidar a extranjeros cuál es el plan para cuidar mexicanos,5,,0.6892383098602295,seguridad
entonces me están diciendo que si podemos tener un país seguro simplemente no nos daba la gana,1,,0.4818425476551056,seguridad
que triste que les importen más los turistas que su propia gente,1,,0.425744891166687,seguridad
bien dicho,4,,0.44773656129837036,seguridad
nada que ver cada quien tiene su historia y lo que hoy desprecian tal vez es el salvavidas para otra persona que también está sufriendo,5,,0.6098387241363525,seguridad
amén muchas bendiciones y mi apoyo con ustedes justicia,5,,0.6702994108200073,seguridad
asi deberia de ser todo el año en vez de solo por el mundial dirán que eso requerira mucho dinero pero por eso se pagan impuestos y por eso le subio los impuestos a ciertas cosas,2,,0.37220948934555054,seguridad
y a usa no le van a decir nada,1,,0.6113681197166443,seguridad
que fuerte bendiciones de todo corazón,5,,0.5205404758453369,seguridad
apoyo total y visibilidad a esta problemática,5,,0.4272564649581909,seguridad
una vez acabé el mundial el super plan se va,5,,0.46212655305862427,seguridad
y la seguridad de los cuidados mexicanos,5,,0.5200510025024414,seguridad
me entristece,2,,0.39011090993881226,seguridad
no al mundial,1,,0.48240765929222107,seguridad
así es fuera el mundial,5,,0.32702499628067017,seguridad
una vergüenza que el estado solo invierta en seguridad cuando necesitan aparentar pero a su propia gente deja que la desaparezcan y la maten como si nada,1,,0.8242707252502441,seguridad
si se hacen manifestaciones el día de los partidos yo creo que muchos jaliscienses los apoyamos,1,,0.3330187201499939,seguridad
botón para que cancelen el mundial méxico no lo merece,1,,0.6135129928588867,seguridad
todo el país debe manifestarse,5,,0.46587538719177246,seguridad
todo eso nos costará mucho dinero,5,,0.41963517665863037,seguridad
y plan para proteger a los turistas pero no a los mexicanos me da risa mucho,3,,0.3935334086418152,seguridad
que triste es verdad da prioridad al mundial y lo que me imagino es que después del mundial preparan nueva pandemia,1,,0.35932213068008423,seguridad
puedes tener el mejor plan pero si los elementos son c0rrup70s va estar denso,3,,0.5541909337043762,seguridad
esté dispositivo de seguridad debería ser siempre,5,,0.4748300611972809,seguridad
va a ser el peor mundial q se realice,1,,0.8254550695419312,seguridad
que le hacen a la mamada esto no es ni mundial,1,,0.423514723777771,seguridad
great podré viajar a méxico,5,,0.7458453178405762,seguridad
oigan pero es sus fotos muy santitos no se ven,2,,0.2961869537830353,seguridad
ojala nadie vaya es muy peligroso,1,,0.9417942762374878,seguridad
nomas por un mundial suena como perú con los árboles me da risa me entristece,1,,0.3995579183101654,seguridad
en el estadio gritar fuera claudia,1,,0.35760125517845154,seguridad
duermete,1,,0.25136449933052063,seguridad
total apoyo me gusta,5,,0.5640519857406616,seguridad
esperemos que si se cancele el mundial,1,,0.3701433539390564,seguridad
gente y quien protejera a los mexicanos del narcomorena piencen los extranjeros estaran protegidos los mexicanos y mexicanas no,1,,0.6903237104415894,seguridad
y porque no dejan ese plan permanente para combatir a los narcos,2,,0.3573085367679596,seguridad
ahora si despliegan seguridad por partidos de fútbol cuando esté plan debió y debe estar siempre activo para nosotros los mexicanos,5,,0.24602603912353516,seguridad
menos ganas me dieron de ir a méxico la neta,1,,0.500312328338623,seguridad
eso deberían de hacer todo el año y en todo méxico no nomas en esos eventos,1,,0.3575332462787628,seguridad
ojalá algún día logren encontrar a sus familiares pero con todo respeto empezó mal tu vídeo pues todos tenemos derecho de vivir y divertirnos y la vida sigue no xq algunos la estemos pasando mal el país se tiene q paralizar dios los ayude y su familiar regrese me gusta,1,,0.4727709889411926,seguridad
no hay peor ciego que el que no quiere ver si pueden dar seguridad pero no quieren me enoja,3,,0.3716961443424225,seguridad
sea como sea esos narcos van a acabar con los turista y dañará el mundia en esa parte acuérdense de mi,5,,0.35568079352378845,seguridad
hagan un go found me o algo para aportar a sus impresiones,3,,0.27796703577041626,seguridad
pero si peña nieto fue el que trajo el mundial a méxico,3,,0.39403077960014343,seguridad
todos tienen fintas licenciados,5,,0.31218716502189636,seguridad
no vaya a ser que desaparecen 20 alumnos de 19 años porque ahi si ni voltean a ver,1,,0.44508713483810425,seguridad
y porque no hacen eso siempre,1,,0.5188552141189575,seguridad
no al mundial,1,,0.48240765929222107,seguridad
claudia chimbaun viendo el video,1,,0.24813127517700195,seguridad
que tristeza que tengan que arreglar la violencia por el mundial y no por el bien de los mexicanos,1,,0.5201216340065002,seguridad
beatrice manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,1,,0.5649108290672302,seguridad
que bueno por lo que estan haciendo muestren la realidad que vivimos dios los ayude tanto en lo económico como lo espiritual porque es horrible no saber donde esta tu hijo e o hija me da risa me gusta mucho,5,,0.45967236161231995,seguridad
no queremos mundial queremos seguridad,1,,0.28013885021209717,seguridad
digan no al mundial en méxico no es seguro,1,,0.5519258379936218,seguridad
heeeey turistas no crean todo esto ni aviones tenemos me da risa mucho,1,,0.5912234783172607,seguridad
y por qué no han querido hacer eso desde el sexenio pasado en todo el país para proteger a todos los mexicanos una vez más demuestran que no les importamos harán todo esto porque les urge tener al mundial,5,,0.3060958981513977,seguridad
interactuando por empatía espero logren algún día encontrar paz,5,,0.43413838744163513,seguridad
consejo de un mexicano si tienes la oportunidad de venir al mundial por favor desaprovecha lo no es nada seguro,1,,0.5733309388160706,seguridad
eso no tiene nada que ver con el mundial,2,,0.29838910698890686,seguridad
que vergüenza mi méxico,1,,0.6422924399375916,seguridad
ósea que a nuestro gobierno le importan más los gringos y la gente extranjera que su propia gente nacida en méxico chaleee,1,,0.3742266297340393,seguridad
que horror me duele mis hermanos hispanos como los políticos los abandonan por un sueldo y vivir como millonarios,5,,0.4022397994995117,seguridad
fifa debería de sacar a méxico del mundial,1,,0.47938019037246704,seguridad
me gusta mucho el fut pero dada las circunstancias ni me emociona nada el mundial prefiero otro méxico que un mundial,3,,0.45868316292762756,seguridad
justicia para todos los desaparecidos es muy grave lo que están viviendo,1,,0.30130839347839355,seguridad
interactuando me entristece,4,,0.2993035316467285,seguridad
y sin el mundial no lo van a hacer o qué,1,,0.5207490921020508,seguridad
ojo turistas tienen 15 días antes del mundial para entrar y 15 días después del mundial para salir después el gobierno no es responsable de lo que les pase,1,,0.6805899143218994,seguridad
igual que en todos los países que pena,5,,0.5886325240135193,seguridad
osea si hay tecnología y dinero para cuidar a extranjeros pero para proteger en méxico a los mexicanos nadota,3,,0.30898594856262207,seguridad
presidente pon tu denuncia,1,,0.463504433631897,seguridad
quieren tapar lo que no se puede ocultar todo lo que pasa a diario,5,,0.3986145257949829,seguridad
por que no usan ese despliegue para pelear contra los narcos,1,,0.4028535783290863,seguridad
por qué tik tok no nos deja hacer repost,1,,0.3933250904083252,seguridad
y así claudia dice que no vean tv azteca más bien no quiere que vean sus errores cómo líder,1,,0.2882501184940338,seguridad
no me gusta el gobierno gasta millones en un torneo que nisiquiera vamos a ganar me da risa,1,,0.732873260974884,seguridad
es una burla para las y los mexicanos,1,,0.5290040373802185,seguridad
ojalá así fuera la seguridad y compromiso siempre no cabe duda que a este gobierno el pueblo le malo,5,,0.25334134697914124,seguridad
y estados unidos no se lo van a quitar esta en plena guerra,1,,0.5008036494255066,seguridad
nadie deberia comprar esos boletos tan caros no lo valen,1,,0.8670393824577332,seguridad
proteger a méxico durante el mundial chale bro está claro que no merecemos ser una sede del mundial,1,,0.3650936782360077,seguridad
con el estado sinaloa ya se demostró que méxico es un país fallido,1,,0.6024090647697449,seguridad
peña nieto trajo el mundial,5,,0.40669453144073486,seguridad
nos traicionó el sistema,1,,0.5406016707420349,seguridad
y cuando nos van a proteger a nosotros,5,,0.4967738091945648,seguridad
y q podrian hacer decir no al mundial y seguir como siempre,1,,0.37460240721702576,seguridad
seguridad gobierno solo seguridad esto está de terror ya no vive uno ya no disfruta uno asus hijos ya solo trae uno temor en que si regresará así balla a la esquina nuestros hijos me entristece muchisimo,1,,0.8658000230789185,seguridad
che gobierno hipócrita,1,,0.2765974998474121,seguridad
mejor que se use el dinero para buscar a los desaparecidos,5,,0.5916985273361206,seguridad
bien por uds padres y madres valientes dios los cuide y proteja,4,,0.4704819321632385,seguridad
q selo quiten me da risa,3,,0.3224453032016754,seguridad
mexico vs mexico me da risa,1,,0.3064415454864502,seguridad
espero encuentren pronto a sus seres queridos,5,,0.5798503756523132,seguridad
interactuando,4,,0.4207496643066406,seguridad
eso tendria que ser siempre no solo por el mundial,3,,0.28525543212890625,seguridad
el turismo también aporta fortalece la economía es obvio que debe ser seguro porque criticamos todo,4,,0.4272576868534088,seguridad
se me hizo un nudo en la garganta un abrazo a los familiares desde venezuela me gusta,4,,0.3443203270435333,seguridad
solo para el mundial después seguirá la carnicería,3,,0.32514774799346924,seguridad
y por que no han aplicado ese plan para proteger a los mexicanos,1,,0.5917889475822449,seguridad
lemus preocúpate por el pueblo,1,,0.30435171723365784,seguridad
y si mejor nos protegen a nosotros me da risa,5,,0.5106481909751892,seguridad
interactuando para que se haga viral,4,,0.31181541085243225,seguridad
si se puede cambiar esto es un ejemplo vamos méxico ojalá quedo esa vigilancia permanentemente,1,,0.2902016341686249,seguridad
en méxico no existe la delincuencia y menos la desaparición recuerden que es desaparición voluntaria así como dice su presidenta no nos olvidemos de los que nos faltan,1,,0.7131998538970947,seguridad
con ese plan se dan cuenta que si tienen todos los recursos para la seguridad pero no lo hacen,2,,0.339872270822525,seguridad
por qué los gobiernos de colombia y mexico se parecen tanto,3,,0.2517884075641632,seguridad
combatir el narco nehhh proteger a weyes pateando un balón tráete a x force y hasta batman,5,,0.2934916317462921,seguridad
bienvenidos a la realidad que kukulkán ni que uds son los verdaderos titi capy del crimen organizado son una cofradía de mafiosos y corruptos,5,,0.3401394188404083,seguridad
proteger a los mexicanos proteger a los turistas,5,,0.32305923104286194,seguridad
nada que ver una cosa con la otra,1,,0.30352872610092163,seguridad
boicoteen el mundial,1,,0.3944549560546875,seguridad
es algo stpido que gasten más en un juego que en algo que importe,3,,0.433268666267395,seguridad
este gobierno es una mierda pura mierda,1,,0.8457558155059814,seguridad
manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,1,,0.6107777953147888,seguridad
a pero a los mexicanos que pagamos sus sueldos con nuestros impuestos que nos sigan desapareciendo y desviviendo fuera este gobierno corrupto,1,,0.7424736618995667,seguridad
no soy de méxico pero como que hay más enfoque en el mundial que en su gente,3,,0.3525457978248596,seguridad
pongan a kukulkán pero en todo méxico si pueden hacer eso por qué no por los mexicanos me da risa,1,,0.3410891592502594,seguridad
la fifa deberían de suspender el mundial en méxico,1,,0.5821735858917236,seguridad
too late ya se canceló mi viaje a mx y no pienso volver a pasar por la incertidumbre de si habrá balacera o no,1,,0.6391838788986206,seguridad
no queremos mundial queremos que los desaparecidos regresen a casa,1,,0.5714163780212402,seguridad
y los 130 millón es pa cuando a ya me acorde nosotros no dejamos millones de,1,,0.5001260042190552,seguridad
la verdad para que queremos un mundial si la selección mexicana no va a ganar el mundial,5,,0.332022100687027,seguridad
que se cancele el mundial en mexico detodosmodos nunca ganamos,1,,0.7893915176391602,seguridad
no vean tv azteca,1,,0.5751672387123108,seguridad
protegenbal turista pero no al pueblo,3,,0.3148980438709259,seguridad
pero ellos no tienen la culpa,3,,0.3434450030326843,seguridad
ojalá y esos operativos se hicieran contra el narco,1,,0.4809962213039398,seguridad
superhipo35 prefiero un méxico sin desaparecidos que un mundial espero que puedan encontrarlos y los familiares tengan paz,5,,0.7142840623855591,seguridad
pero protesten,3,,0.33307257294654846,seguridad
entonces la seguridad es cuestión de voluntad,2,,0.3605113625526428,seguridad
de burla,1,,0.2469974160194397,seguridad
si así nos cuidaran a los mexicanos,3,,0.3191138505935669,seguridad
mientras tanto en los lugares que no vamos a recibir mundial vamos a estar bien desprotegidos,3,,0.259885311126709,seguridad
me dueles mexico me entristece mucho,2,,0.36903318762779236,seguridad
pues chad no,1,,0.4011419415473938,seguridad
para la seguridad durante la copa del mundo osea que los demás dias de año les vale vrg,4,,0.4123430848121643,seguridad
méxico no merece el mundial de fútbol,1,,0.584470808506012,seguridad
que tristeza que para los desaparecidos no exista el más mínimo interés por parte del gobierno me entristece,1,,0.47221043705940247,seguridad
hablando mucho de méxico y un pais vecino esta en guerra,1,,0.2243046909570694,seguridad
pobres papás,1,,0.4837692379951477,seguridad
que guerreros luchadores dios los bendiga y los proteja encuentren a sus desaparecidos amén,5,,0.5323348045349121,seguridad
estamos con ustedes,5,,0.4725283682346344,seguridad
