,text
464,@Sugar Coffee (Gaby's gf): @valex:@Beatrice🍓: @☆ manguito 🥭: :DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻
465,El mundial es cada 4 años y desaparecidos hay siempre pueden esperar.
466,[Sticker] Hay prioridades wue. En el mundial viene el bicho
467,El mundial dará mucho empleo y dinero del turismo 😩 así que yo sí estoy de acuerdo con el mundial
468,dios los bendiga
469,que Dios padre les bendiga y logren encontrar a sus hijos.
470,El gobierno que hace para el mundial? Si el mundial lo hace la FIFA?
471,y por que asta orita salen aser eso
472,No queremos mundial queremos justicia🙏🏻
473,JAJAJA LOS ESTADIOS SON PRIVADOS 🤣 EL ÚNICO BENEFICIO DE NOSOTROS SON LAS VENTAS ♥️
474,por qué no dices el contexto quien negoció y firmó el contrato para el mundial fue el prian
475,la gente que se queja del mundial como si el mundial tuviera la culpa la culpa la tiene el gobierno y aparte casi todo el mundial se jugará en usa y Canadá
476,Apoyo la manifestación el día del mundial 🙌
478,duele pero no por eso va a dejar a mas de 30 selecciones sin mundial ya que eso son problemas internos de mexico no es culpa de la fifa ni mucho menos de las otras selecciones
479,"Haber, el gobierno no destina ya dinero para la realización del mundial, eso lo hace la federación de fútbol y los empresarios.
Dos, existen fiscalias especializadas en ese tema."
480,eso no tiene nada que ver con el mundial
481,de hecho el futbol es un ente muy aparte a la politica los gobiernos no pagsn a los jugadores etc.
482,Y quien pidió el mundial??? Peña Nieto. Xq las cedes se eligen con 8 años de anticipación
484,en lugar del Mundial... ayuden a esas familias!!!!
485,y los padres en casa qué hacemos por educar a nuestros hijos todo se lo queremos dejar a los gobiernos si nosotros no podemos con uno o dos hijos menos el gobierno no va a poder con millones
486,buenos para proteger a extranjeros y no para proteger a su gente
487,Ósea que si se puede realizar un plan de protección a los ciudadanos?
488,Y se acaba el mundial y todo vuelve a lo mismo
489,Ojalá cancelen la sede
490,esto deberían de hacer todos los días SIN mundial para proteger a su país
491,si tan solo usaran toda esa organización y poder para realmente limpiar y cuidar el país 😔
492,proteger turistas x la derrama económica por unos dias y todos los ciudadanos que pagamos impuestos hasta x respirar no lo merecemos? total burla para los mexicanos por mi que se cancele
493,"se imaginan q hicieran esas grandes estrategias en michoacan, sinaloa bueno en todo mexico, o sin necesidad de la inauguración del mundial, la verdad mexico sería otra historia 🥺"
494,Plan Khe ?
495,"me estás diciendo, que mexico si puede implementar medidas de seguridad... pero no para los mexicanos 😑"
496,"O sea que si es posible vivir en un México seguro solo que tienen que quedar bien con todo el mundo menos con su pueblo, órale"
497,un poco mas y es el.plan kukusklan 😂😂😂
498,y cuando nos van a proteger a nosotros?
499,"No pues entonces que nunca se vayan los turistas caray, para estar más protegidos"
500,y porque no hacen eso para sus ciudadanos???
501,"Que raro que no lo terminaron con la palabra ""Bienestar"" 😂"
502,"Y, ¿en Culiacán también tendremos ese plan? 🫩"
503,eso deberían de hacer todo el año y en todo México no nomas en esos eventos 🙄🙄🙄🙄
504,por favor FIFA cancele el mundial en México está muy muy peligroso
505,Que se cancele
506,la cosa debe estar grabe para invocar a Kukulkán
507,i porque no asen eso por su propia jente
508,Y cuando termine el mundial? Regreso a la realidad 💀
509,Imaginen esto en Sinaloa también ?
510,Vergüenza de gobierno tenemos!!!
511,Solo pensar en México da miedo
512,Todo sea por los extranjeros y que a los mexicanos nos cargue la chingasa
513,"Y estados unidos, no se lo van a quitar? 🤔 🤔 Esta en plena guerra 😒"
514,Pues que no se pierdan y ya!
515,es que no lo entenderías. .. son cosas diferentes
516,"No queremos mundial, queremos seguridad y paz"
517,"Se hará el mundial! Duele todo, pero esto ya está también hecho."
518,"Dos puntos, el primero: Hagan una manifestación durante los partidos del mundial, afuera de los estadios, en las zonas donde habrá pantallas para ver los partidos y etc. Habrá medios de todo el mundo y gente de muchos países que posiblemente lleguen a grabar y se haga noticia mundial, cierren también algunas calles para hacer más tardado el acceso a los partidos asi podrán ser más escuchados y tendrán la ayuda que necesitan.
Segundo punto: La mayoría del dinero invertido para remodelaciones, decoraciones, etc es por parte de la FIFA, el gobierno solo pone una pequeña parte. Realmente el gobierno si quisiera ayudar ya hubiera destinado más fondos a eso pero simplemente no quiere. Amo el fútbol y estoy a favor del mundial pero sinceramente no sería lo mismo si mi madre, padre, hermana o amigos no estuvieran para verlo a mi lado. Ojalá que encuentren a sus familiares y que vivan en paz, esperemos que sean escuchados y que el gobierno haga algo."
520,[Sticker] Interactuando
521,"no enserio, que pena..."
524,"@superhipo35:prefiero un México sin desaparecidos, que un mundial, espero que puedan encontrarlos y los familiares tengan paz"
525,"Dios les de mucha más fuerza amor y valor para seguir algo que todo el gobierno carece , vamos mexicanos apoyemos a la gente que si lo merece y no a un partido político que no merece que ninguna persona lo defienda"
527,[Sticker] Interactuando
529,"En el parque de la ciudad donde vivo nunca habia visto pegados panfletos de desaparecidos y cuando recién pase y los vi fue un shock, se sintió muy triste🥺"
530,Fuerza a las familias
531,bien por uds! padres y madres valientes...dios los cuide y proteja!! 🙏🙏🙏
532,Totalmente de acuerdo 🥺♥️por favor que nuestro próximo voto 🗳️sea muy bien pensado
533,como me dueles México 💔😭
535,"@Jordy Q:el mundial no trae ningún beneficio al país anfitrión, solo hay que investigar el desastre que ocurrió en cada país anfitrión del mundial"
536,Mucha fuerza y luz para todos los padres buscadores 🙏🏻
537,"Que bueno, por lo que estan haciendo, muestren la realidad que vivimos, Dios los ayude, tanto en lo económico, como lo espiritual, porque es horrible no saber donde esta tu hijo e o hija.😁🥰❤️"
538,triste la situación de México...
539,Apoyo total y visibilidad a esta problemática 🙏🙏
540,Toda mi empatía con los padres buscadores.
541,"podría no haber asientos vacíos en el mundial pero sí hay casas, familias que tienen una silla de su comedor vacía y un estadio lleno no significa nada a comparación de eso."
542,Yo no veo gente levantando la voz pero si preocupados por los artistas
543,Claudia Chimbaun viendo el video
544,Osea que si se puede reforzar la seguridad?... Interesante
545,Que tristeza que para proteger a extranjeros se organizaron tan rápido y para nosotros lo mexicanos llevan tantos sexenios y nomás no!
546,todo eso para proteger extranjeros pero a los mexicanos que nos lleve la chgda 😅
547,"pero si Lemus dice que no hay suficiente personal policial, por eso Vallarta terminó así, pero para los turistas si va a haber personal😒"
548,"asi deberia de ser todo el año en vez de solo por el mundial,dirán que eso requerira mucho dinero,pero por eso se pagan impuestos y por eso le subio los impuestos a ciertas cosas"
549,ya ven que no terminan con el narco nada más porqué no quieren
550,"O sea lo único que dan a entender es que México si tiene capacidad (y de sobra) en materia de seguridad, pero solo para el mundial. Que interesante"
551,"seguridad para los extranjeros y a los ciudadanos Mexicanos, NADA."
552,[Sticker] los que vallan a mexico
553,Así deberían de asegurar la seguridad de los ciudadanos para siempre no nada más cuando hay mundial
554,"una vez acabé el mundial el ""super plan"" se va"
555,Y por que un mes antes y un mes después del mundial ? Por que no hacen ese plan para siempre ? 🤔
556,Cuanto dura el mundial? Para saber cuánto tiempo podré vivir sin tanto miedo a no volver a casa
557,Y por qué 15 días antes y 15 días después??? Por qué no dejarlo así siempre
558,"Seguridad para la gente del Mencho
Seguridad para extranjeros
y para cuándo la seguridad para los ciudadanos?
Bueno igual se les olvida un poquito cuando tienen que ejercer sus derechos y ver a Shakira"
559,😡😡😡 que coraje meda todo esto. sólo hay seguridad. porque va a ver mundial
560,pero la presidenta dice que no pasa nada
561,Muy cierto !! 😒
562,es más importante el mundial
563,"Es decir, que sí pueden combatir la delincuencia, pero no lo hacen todos los días 😅😂😂"
564,ya pactaron con el narco que no haga desmadre en las sedes.
565,"Y ¿por qué no han querido hacer eso desde el sexenio pasado en todo el país para proteger a todos los mexicanos?, una vez más demuestran que no les importamos. Harán todo esto porque les urge tener al mundial"
566,Ósea que a nuestro gobierno le importan más los gringos y la gente extranjera que su propia gente nacida en MÉXICO? Chaleee
567,[Sticker] Claudia se convirtió en calderón
568,si de mi dependiera sería ÚNICAMENTE EN CANADÁ.
569,que le quiten la sede
570,Muy chingon su plan para cuidar a extranjeros. Cuál es el plan para cuidar mexicanos?
571,Que ganas de ser extranjera en mi país 🤦🏻‍♀️
572,Q selo quiten jajaja
573,a quien le importa el pinche mundial al final solo se benefician los ricos
574,y por que lo tienen que hacer cuando va a estar un evento de talla mundial y no diariamente para los mexicanos 🙄
575,México narco
576,🤷‍♂️ya ven que el estado si tiene con que cuando se lo mandan .
577,Señores entiendan el narcotrafico esta en el congreso por eso no lo hacen
578,De seguro los otros países están muy protegidos no tiene. Problemas
579,y a nosotros cuando ??
580,Ósea si pueden y tienen poder solo no quieren
581,no quieren perder el circo 🤣🤣🤣🤣🤣🤣🤣🤣
582,El sipisapo de seguridad
583,allá no voy a ir nunca
584,Entonces tomaremos la seguridad como privilegio de algunos cuantos …😡😡😡
585,Lo que me imaginé …..
586,Ah bueno los mexicanos valemos madre
587,"suena muy bonito, ojalá así combatieran a la delincuencia organizada"
588,no nos cuidan a los Mexicanos. Van a andar cuidando extrangeros
589,"Ojalá y se cancele, que no vengan los equipos de fútbol a México"
590,aah mira y al pueblo que se lo lleve la fregada
591,y porque no hacen eso siempre ? 🤷🏾‍♂️
593,"Me dolió en el alma, al escuchar ""PARA CUIDAR A LOS EXTRANJEROS..."" 😔asi nuestro país se preocupan por su gente"
594,"Solo lo van a hacer por el mundial y turistas, porque no hacen esto todos los días"
595,@Tony:Osea están reconociendo que si pueden dar seguridad a México pero han escogido en no hacerlo todo este tiempo? este régimen es una burla
596,O sea que si se puede acabar la inseguridad en culiacan pero no quieren ???
597,"presiento que algo muy malo pasara, yo no iría a ningún estadio a andaría en las calles en esas fechas"
598,y porque no hacen eso a diario en México 😏😏😏 osea solo por qué será el mundial ? 😏😏😏
599,Se lo ban a quitar a México por el narco pero no a USA por literal estar en gerra 😂
600,Osea que el gobierno de México solo puede aplicar un plan como este cuando le van a quitar del torneo de la copa del mundo y no en el ámbito diario?
601,protegenbal turista pero no al pueblo 🙄
602,"“Buen maquillaje para el espectáculo… mientras tanto, que continúen los Juegos del Hambre.”"
603,ojalá se cancele
604,y la seguridad de los cuidados mexicanos
605,Esto solo se dará por el mundial y por que esta actividad de seguridad no tenemos seguridad garantizada a Mexico y los mexicanos
606,"sólo para el mundial hee, ya pasando regresa la realidad del país."
607,"jajaja ni regalado voy para México quiero ver el mundial,no andar esquivando balas😂😂"
608,Me están diciendo que la única razón por la que están haciendo algo en el país es por el mundial? que si no fuera por eso seguiriam defendiendo al CO? que raro no? no es el pais que morena nos plantea🫩🙄
609,Y la de proteger al pueblo siempre no se la saben?
610,"A pero a los mexicanos que pagamos sus sueldos con nuestros impuestos que nos sigan desapareciendo y desviviendo, fuera este gobierno corrupto."
611,"¿Por qué los gobiernos de Colombia y Mexico, se parecen tanto?.🥺"
612,🚫 NO AL MUNDIAL EN MÉXICO 🚫
613,Y si contratan mejor a nayib bukele
614,"ven que si tenemos la capacidad de controlar la violencia en mexico, armamento, gente pero nomas les vlvga al gobierno"
615,Los carteles andas más armados que la policía de México
616,cuidan a todos menos a los Mexicanos jajaja vaya cosa
617,"Y después de que se acabe el mundial, a la normalidad de nuevo! Este operativo debería ser 24/7 los 365, y aplicarlo como nuevo decreto presidencial"
618,"Ojalá así fuera la seguridad y compromiso siempre, no cabe duda que a este gobierno el pueblo le vale madre"
619,Combatir el narco: nehhh. Proteger a weyes pateando un balón: tráete a X force y hasta Batman
620,seguro harán un trato con los narcos
621,ahora si despliegan seguridad? por partidos de fútbol. cuando esté plan debió y debe estar siempre activo para nosotros los mexicanos.
622,no queremos mundial 😡 queremos seguridad para el pias y nosotros los mexicanos vivamos en paz 😡
623,"no les va a funcionar, nunca les funciona"
624,osea que si hay seguridad pero no para el mexicano??
625,El mundial debería ser solo en CANADÁ pero la FIFA es corrupta
626,El plan Kukulcán: decirle a sus amigos la maña que no hagan desmadre mientras está el mundial
627,Y si se queda el plan cuculcan para siempre (?)
628,Kukul que?!
629,Todo sea por el futbol y a la población que se la lleve el cuerno
630,"para la seguridad durante la copa del mundo, osea que los demás dias de año les vale vrg"
631,Suena como el kukuxklan
632,Yo voto porque Kukulcán se quede después del mundial en Jalisco 😬😬😬 hasta que Jalisco sea seguro y libre 😬😬
633,Y si mejor sacan un plan para proteger a México siempre y no solo durante el mundial?
634,EL PLAN. YO CALMO A MIS CRIMINALES NO PASA NADA.SOLO DOY LA ORDEN.
635,jajajjajajjajs
636,Reforzar la seguridad porque es tu trabajo que el país sea seguro ❌. Reforzar la seguridad para que no te quiten el mundial que solo beneficia a millonarios ✅
637,Osea que siempre han podido defender a la población? Les valía madres antes o que?
638,"y porque no protegen al país así normalmente, osea si se puede pero solo para este evento, y todo lo de más del año nos fre###mos todos"
639,Así nos deberían de cuidar todos los días alos mexicanos
640,oyeron bien? Tiene como objetivo proteger a los turistas...
641,Mexico 🇲🇽 vs Mexico 🇲🇽 jajaja
642,"Como? Entonces si tienen la capacidad para desplazar un gran plan de seguridad para cuidar a los que son parte del mundial, pero en diferentes estados no pueden erradicar la delincuencia, que raro?"
643,Ojalá el mundial durara por siempre
644,"osea hacen de cuidado solo cuando es mundial
pero el resto del año q se chinguen el pueblo"
645,entonces la seguridad es cuestión de voluntad🤭
646,México no necesita tener un mundial para tener toda esa seguridad la necesita siempre para todos los mexicanos que triste ver la realidad del gobierno
647,Plan no ir a México ❤️
648,"una vergüenza que el estado solo invierta en seguridad cuando necesitan aparentar, pero a su propia gente deja que la desaparezcan y la maten como si nada"
649,"Para que no lo quiten el mundial, que burla 😂😂"
650,"Osea si se pueden poner las pilas, pero no con nosotros"
651,Donde seles puede donar para los recursos que necesiten
652,"Mientras el gobierno invierte millones en eventos como el Mundial de fútbol, miles de familias siguen buscando a sus desaparecidos sin apoyo suficiente, sin respuestas y sin justicia.
No puede haber celebración completa en un país donde tantos padres siguen buscando a sus hijos. La prioridad debería ser la seguridad, la verdad y la dignidad de las víctimas."
653,Justicia Dios los ayude justicia justicia
654,[Sticker] Gracias Sheinbaum
655,lamento mucho su dolor mamitas y papitos😢
656,y los que faltan en el mundial.
657,todavía se pueden hacer escuchar cerrar las vialidades los días que habrá juego en la ciudad tanto para jugadores como en general sería un foco de exposición global para ejercer algo de presión
658,Yo si quiero el mundial pero creo que no se debió a ver aceptado el torneo ya que ahorita hay demasiados desaparecidos
659,[Sticker] Estamos con ustedes 🇲🇽💪🏻
660,deberia existir una plataforma de fácil acceso que diera nombre del desaparecido y estatus oficial emitido por el organismo que atiende este delito.
661,La tristeza 😭
662,"Es una realidad que en México se vive un tema de inseguridad muy severo, pero mayormente estos movimientos, no digo que todo esté financiado por partidos políticos."
663,[Sticker] No queremos mundial!!
664,ojalá los encuentren! dios los bendiga 🙏
665,[Sticker] Me dolió tanto ver este reportaje
666,Un aplauso para ustedes 👏🏻
667,Bravo por esa gente 🙏🏻👏🏻👏🏻👏🏻👏🏻
668,"Dios mio, no puedo imaginar ese dolor😭😭"
669,total apoyo😎
671,yo amo el futbol pero que poca madre el gobierno solo actua por los extranjeros cuando hay lugares que del diario sufren de violencia miedo y aveces no hay manera de sobrevivir
672,y si boycoteamos el fútbol???😳
673,@Sarai Bautista Acost:@Brkn_void:DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻
674,"Ahí Dios deberás, hay que ser empaticos 😢"
675,[Sticker] HOY HABLAMOS DE FÚTBOL
676,SIGA ALZANDO LA VOZ!!!!!!
677,que no se haga en mexico
678,era fuerza aerea o pobreza aerea?
679,pongan a Kukulkán pero en todo México 😂si pueden hacer eso por qué no por los mexicanos?
680,se debe informar que solo sería para el mundial y como objetivo los extranjeros y que después del mundial será como cuando desinstalas una app de celular 📱😅
681,Nunca Nos ha brindado protección a los mexicanos porque a turistas si 😏
682,Porque será que nos les creo si la policía es más corrupta que el gobierno
683,"Entonces me están diciendo que si podemos tener un país seguro, simplemente no nos daba la gana?"
684,no vaya a ser que desaparecen 20 alumnos de 19 años porque ahi si ni voltean a ver
685,"falta cumplirle a los campesinos, si no van a cancelar el mundial"
686,se ven bien piratas nuestros aviones la vdd
687,esté dispositivo de seguridad debería ser SIEMPRE
688,que se cancele el mundial
689,no pues ir que no hacen eso no solo durante el mundial
690,"O sea que si se puede proteger a los Mexicanos,solo que no lo quieren hacer!"
691,si ni con los suyos le importa ahora con turistas...
692,Si se puede cambiar esto es un ejemplo vamos México 🇲🇽 ojalá quedo esa vigilancia permanentemente
693,y por que no usan esa fuerza para contrarrestar a quienes atentan contra los propios mexicanos??
694,GENTE Y QUIEN PROTEJERA A LOS MEXICANOS DEL NARCOMORENA PIENCEN LOS EXTRANJEROS ESTARAN PROTEGIDOS LOS MEXICANOS Y MEXICANAS NO
695,la presidenta ya abrió una carpeta de investigación
