comentario,rango_humano,aux,,,,,
"una vergüenza que el estado solo invierta en seguridad cuando necesitan aparentar, pero a su propia gente deja que la desaparezcan y la maten como si nada",,0.840847703,,,,,
"Si se hacen manifestaciones el día de los partidos, yo creo que muchos jaliscienses los apoyamos",,0.924279198,,,,,
Botón para que cancelen el mundial !!! México no lo merece !!!,,0.399204011,,,,,
Todo el país debe manifestarse,,0.591003567,,,,,
Todo eso nos costará mucho dinero,,0.689668043,,,,,
y plan para proteger a los turistas pero no a los mexicanos 😆🤣,,0.246698843,,,,,
Que triste 🥺es verdad da prioridad al mundial y lo que me imagino es que después del mundial preparan nueva pandemia,,0.2836757,,,,,
[Sticker] ,,0.794725551,,,,,
"puedes tener el mejor plan, pero si los elementos son c0rrup70s va estar denso",,0.30270395,,,,,
esté dispositivo de seguridad debería ser SIEMPRE,,0.852554349,,,,,
Va a ser el peor mundial q se realice…. 😏😏😏,,0.075401996,,,,,
Que le hacen a la mamada esto no es ni mundial,,0.697127065,,,,,
[Sticker] Great! Podré viajar a México,,0.841010912,,,,,
Oigan pero es sus fotos muy santitos no se ven,,0.352402103,,,,,
Ojala nadie vaya es muy peligroso,,0.003896943,,,,,
Nomas por un mundial 😭 suena como Perú con los árboles 🤣,,0.791320464,,,,,
en el estadio gritar fuera claudia,,0.844436737,,,,,
Duermete,,0.760039747,,,,,
total apoyo😎,,0.288975833,,,,,
esperemos que si se cancele el mundial.,,0.892788828,,,,,
GENTE Y QUIEN PROTEJERA A LOS MEXICANOS DEL NARCOMORENA PIENCEN LOS EXTRANJEROS ESTARAN PROTEGIDOS LOS MEXICANOS Y MEXICANAS NO,,0.517640853,,,,,
y porque no dejan ese plan permanente para combatir a los narcos.,,0.359086744,,,,,
ahora si despliegan seguridad? por partidos de fútbol. cuando esté plan debió y debe estar siempre activo para nosotros los mexicanos.,,0.454025105,,,,,
Menos ganas me dieron de ir a México la neta,,0.042911195,,,,,
eso deberían de hacer todo el año y en todo México no nomas en esos eventos 🙄🙄🙄🙄,,0.291736084,,,,,
"ojalá algún día logren encontrar a sus familiares 🥺
pero con todo respeto, empezó mal tu vídeo, pues todos tenemos derecho de vivir y divertirnos, y la vida sigue, no xq algunos la estemos pasando mal, el país se tiene q paralizar, Dios los ayude y su familiar regrese🙏🏼💜",,0.811553129,,,,,
"No hay peor ciego que el que no quiere ver.
Si pueden dar seguridad PERO NO QUIEREN 😡",,0.60213854,,,,,
"[Sticker] Sea como sea, esos narcos van a acabar con los turista y dañará el mundia en esa parte, acuérdense de mi",,0.982298988,,,,,
Hagan un go found me o algo para aportar a sus impresiones,,0.440546264,,,,,
pero si peña nieto fue el que trajo el mundial a México,,0.757986867,,,,,
Todos tienen fintas licenciados 😳,,0.396774804,,,,,
no vaya a ser que desaparecen 20 alumnos de 19 años porque ahi si ni voltean a ver,,0.900781464,,,,,
y porque no hacen eso siempre ? 🤷🏾‍♂️,,0.312726854,,,,,
No al mundial 🚫 🇲🇽,,0.029310211,,,,,
Claudia Chimbaun viendo el video,,0.050679128,,,,,
Que tristeza que tengan que arreglar la violencia por el mundial y no por el bien de los mexicanos,,0.828177956,,,,,
@Beatrice🍓:@☆ manguito 🥭: :DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻,,0.801287394,,,,,
"Que bueno, por lo que estan haciendo, muestren la realidad que vivimos, Dios los ayude, tanto en lo económico, como lo espiritual, porque es horrible no saber donde esta tu hijo e o hija.😁🥰❤️",,0.305389182,,,,,
"No queremos mundial, queremos seguridad ✊🏼",,0.993882188,,,,,
"Digan NO AL MUNDIAL EN MÉXICO, no es seguro!!",,0.949574291,,,,,
Heeeey turistas. No crean todo esto… ni aviones tenemos 😂😂😂,,0.772190967,,,,,
"Y ¿por qué no han querido hacer eso desde el sexenio pasado en todo el país para proteger a todos los mexicanos?, una vez más demuestran que no les importamos. Harán todo esto porque les urge tener al mundial",,0.408308308,,,,,
Interactuando por empatía espero logren algún día encontrar paz 🫂,,0.953257794,,,,,
Consejo de un mexicano… Si tienes la oportunidad de venir al mundial por favor desaprovecha lo no es nada seguro 😏,,0.776690285,,,,,
eso no tiene nada que ver con el mundial,,0.473878361,,,,,
que vergüenza Mi México 🥺🥹,,0.869621475,,,,,
Ósea que a nuestro gobierno le importan más los gringos y la gente extranjera que su propia gente nacida en MÉXICO? Chaleee,,0.04151542,,,,,
que horror me duele mis hermanos hispanos como los políticos los abandonan por un sueldo y vivir como millonarios,,0.13892324,,,,,
FIFA debería de sacar a México del mundial,,0.799509108,,,,,
"me gusta mucho el fut, pero dada las circunstancias ni me emociona nada el mundial ... prefiero otro México que un mundial",,0.106884979,,,,,
Justicia para todos los desaparecidos! Es muy grave lo que están viviendo,,0.799941362,,,,,
interactuando 😢,,0.16873844,,,,,
Y sin el mundial no lo van a hacer o qué?,,0.245180738,,,,,
Ojo turistas tienen 15 días antes del mundial para entrar y 15 días después del mundial para salir después el gobierno no es responsable de lo que les pase,,0.168354988,,,,,
"igual que en todos los países, que pena 🥺",,0.910694135,,,,,
Osea si hay tecnología y dinero para cuidar a extranjeros pero para proteger en México a los mexicanos nadota,,0.250120138,,,,,
presidente: pon tu denuncia,,0.031683928,,,,,
"Quieren tapar lo que no se puede ocultar, todo lo que pasa a diario",,0.80072211,,,,,
por que no usan ese despliegue para pelear contra los narcos?????,,0.393720107,,,,,
Por qué Tik Tok no nos deja hacer REPOST ???????,,0.894431857,,,,,
"y así Claudia dice que no vean tv azteca, más bien no quiere que vean sus errores cómo ""líder""",,0.495852628,,,,,
nmms el gobierno gasta millones en un torneo que nisiquiera vamos a ganar JAJA,,0.171258576,,,,,
Es una burla para las y los mexicanos.,,0.611096828,,,,,
"Ojalá así fuera la seguridad y compromiso siempre, no cabe duda que a este gobierno el pueblo le vale madre",,0.87564378,,,,,
"Y estados unidos, no se lo van a quitar? 🤔 🤔 Esta en plena guerra 😒",,0.454667545,,,,,
"nadie deberia comprar esos boletos tan caros,,,,no lo valen",,0.82540916,,,,,
"proteger a México *DURANTE* el mundial? chale bro, está claro que no merecemos ser una sede del mundial",,0.479198527,,,,,
con el estado Sinaloa ya se demostró que México es un país fallido,,0.974284006,,,,,
peña nieto trajo el mundial,,0.148532667,,,,,
nos traicionó el sistema,,0.387414599,,,,,
y cuando nos van a proteger a nosotros?,,0.062088176,,,,,
Y q podrian hacer? Decir no al mundial y seguir Como siempre?,,0.342926616,,,,,
"seguridad 😭😭 gobierno solo seguridad esto está de terror ya no vive uno ya no disfruta uno Asus hijos ya solo trae uno temor en que si regresará, así Balla a la esquina nuestros hijos 😭😭",,0.700376034,,,,,
che gobierno hipócrita,,0.86539856,,,,,
Mejor que se use el dinero para buscar a los desaparecidos,,0.730046922,,,,,
bien por uds! padres y madres valientes...dios los cuide y proteja!! 🙏🙏🙏,,0.862875895,,,,,
Q selo quiten jajaja,,0.926168526,,,,,
Mexico 🇲🇽 vs Mexico 🇲🇽 jajaja,,0.644969957,,,,,
espero encuentren pronto a sus seres queridos 🙏,,0.614760699,,,,,
[Sticker] interactuando,,0.0168757,,,,,
eso tendria que ser siempre no solo por el Mundial.,,0.300247742,,,,,
"El turismo también aporta, fortalece la economía, es obvio que debe ser seguro!! porque criticamos todo!!",,0.125658471,,,,,
Se me hizo un nudo en la garganta. Un abrazo a los familiares desde Venezuela 🫂💜,,0.681745116,,,,,
"Solo para el mundial, después seguirá la carnicería.",,0.190998533,,,,,
"¿ Y por que no han aplicado ese plan, para proteger a los mexicanos? 🇲🇽",,0.342755148,,,,,
lemus preocúpate por el pueblo,,0.606174553,,,,,
¿Y si mejor nos protegen a nosotros? 😅,,0.498241918,,,,,
[Sticker] ,,0.643457606,,,,,
interactuando para que se haga viral,,0.283006052,,,,,
Si se puede cambiar esto es un ejemplo vamos México 🇲🇽 ojalá quedo esa vigilancia permanentemente,,0.264870959,,,,,
"En México NO existe la delincuencia y menos la desaparición, recuerden que es desaparición “VOLUNTARIA” así como dice su presidentA. “NO NOS OLVIDEMOS DE LOS QUE NOS FALTAN”‼️",,0.979738646,,,,,
Con ese plan se dan cuenta que si tienen todos los recursos para la seguridad pero no lo hacen? 😮,,0.829082154,,,,,
"¿Por qué los gobiernos de Colombia y Mexico, se parecen tanto?.🥺",,0.656149938,,,,,
Combatir el narco: nehhh. Proteger a weyes pateando un balón: tráete a X force y hasta Batman,,0.480290397,,,,,
"Bienvenidos a la realidad , que KUKULKÁN ni que 💩💩💩 Uds son los verdaderos TITI CAPY del crimen organizado , son una cofradía de mafiosos y corruptos",,0.009184675,,,,,
proteger a los Mexicanos:❌️proteger a los turistas:✅️😳,,0.439274035,,,,,
Nada que ver una cosa con la otra,,0.26144443,,,,,
boicoteen el mundial,,0.89580132,,,,,
es algo stpido que gasten más en un juego que en algo que importe,,0.212309072,,,,,
este gobierno es una mierda. pura mierda,,0.782878618,,,,,
@☆ manguito 🥭: :DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻,,0.263777215,,,,,
"A pero a los mexicanos que pagamos sus sueldos con nuestros impuestos que nos sigan desapareciendo y desviviendo, fuera este gobierno corrupto.",,0.754420195,,,,,
"No soy de México, pero como que hay más enfoque en el mundial que en su gente?",,0.344018023,,,,,
pongan a Kukulkán pero en todo México 😂si pueden hacer eso por qué no por los mexicanos?,,0.815330971,,,,,
[Sticker] ,,0.203586637,,,,,
la FIFA deberían de suspender el mundial en México,,0.978510249,,,,,
Too late ya se canceló mi viaje a Mx y no pienso volver a pasar por la incertidumbre de si habrá balacera o no,,0.650658262,,,,,
"No queremos mundial, queremos que los desaparecidos regresen a casa!!🥹",,0.159341302,,,,,
Y los 130 millón es pa cuando ????????????? A ya me acorde….. nosotros no dejamos millones de $,,0.952761607,,,,,
la verdad para que queremos un mundial si la selección mexicana no va a ganar el mundial,,0.239723341,,,,,
que se cancele el mundial en mexico detodosmodos nunca ganamos,,0.667318445,,,,,
No vean TV Azteca,,0.098277082,,,,,
protegenbal turista pero no al pueblo 🙄,,0.388997976,,,,,
pero ellos no tienen la culpa,,0.365645802,,,,,
ojalá y esos operativos se hicieran contra el narco,,0.232332006,,,,,
"@superhipo35: prefiero un México sin desaparecidos, que un mundial, espero que puedan encontrarlos y los familiares tengan paz",,0.137693115,,,,,
🗣️🗣️🗣️🗣️🗣️🗣️🗣️pero protesten,,0.802687975,,,,,
entonces la seguridad es cuestión de voluntad🤭,,0.039096922,,,,,
De burla,,0.127875833,,,,,
Si así nos cuidaran a los mexicanos 😓,,0.517308043,,,,,
mientras tanto en los lugares que no vamos a recibir mundial vamos a estar bien desprotegidos,,0.070624287,,,,,
🥹💔💔me dueles Mexico,,0.772155295,,,,,
[Sticker] ,,0.308691633,,,,,
pues chad no?,,0.04329448,,,,,
"para la seguridad durante la copa del mundo, osea que los demás dias de año les vale vrg",,0.030536964,,,,,
México no merece el mundial de fútbol ⚽,,0.591954216,,,,,
Que tristeza 😢 que para los desaparecidos no exista el más mínimo interés por parte del gobierno.,,0.561128416,,,,,
Hablando mucho de México y un pais vecino esta en guerra,,0.652594316,,,,,
Pobres papás 🥺,,0.748268106,,,,,
"Que guerreros, luchadores. Dios los bendiga y los proteja. Encuentren a sus desaparecidos, amén.",,0.6833171,,,,,
[Sticker] Estamos con ustedes 🇲🇽💪🏻,,0.155763768,,,,,
mis oraciones para Mexico y todos los padres que buscan a sus seres queridos,,0.30057227,,,,,
"Creo que como ciudadanos deberíamos demostrar indiferencia ante el mundial, no participar en los eventos, no gastar en absoluto nada con refente al mundial.",,0.500490529,,,,,
asta los carteles los van a cuidar verdad narco gobierno,,0.038797351,,,,,
Yo no veo gente levantando la voz pero si preocupados por los artistas,,0.740228681,,,,,
Entonces sí tiene el gobierno la capacidad para desplegar un plan estratégico para brindar seguridad a las personas pero sólo lo usarán para el mundial??,,0.494727138,,,,,
Esque el Gobierno es parte de los desaparecidos,,0.369950289,,,,,
y porque no lo han hecho en contra del narco y se hubieran perdido vidas de la guardia nacional,,0.82087721,,,,,
díganle a Claudia q es la responsable,,0.442859477,,,,,
"Y si hay coches bombas como ya lo han hecho, ahí también sabrán que es un coche bomba o como 🤔",,0.259275621,,,,,
El plan Kukulcán: decirle a sus amigos la maña que no hagan desmadre mientras está el mundial,,0.192043176,,,,,
"Súper buena idea, este país NO es perfecto como lo quiere pintar la Presidena",,0.93746002,,,,,
"No puede ni con los que vivimos en México, menos con millones de turistas 😂",,0.482967316,,,,,
jajajjajajjajs,,0.769492646,,,,,
Este wey ya me da risa 😂😂😂😂,,0.721022014,,,,,
"[Sticker] A los gobiernos no les importa ni el fútbol ni los jugadores, solo les importa tener una cortina de humo",,0.335770268,,,,,
"ni que regalen, Pasajes estadias, comidas traslados y las entradas voy a México",,0.031177498,,,,,
Wow y proteger a México siempre se les olvida,,0.874950956,,,,,
"suena muy bonito, ojalá así combatieran a la delincuencia organizada",,0.109647591,,,,,
"Justo acabo de escuchar un episodio de Pepe y Chema donde dicen que las fiscalías no tienen dinero para hojas para imprimir o tinta para los archivos que necesitan, o al menos esa es la excusa que dan.",,0.722208785,,,,,
que se cancele el mundial,,0.095660417,,,,,
Plan (Kukulcán ) cagarla más,,0.42181459,,,,,
Interactuemos,,0.921876044,,,,,
Ósea solo PRETEGEN EXTRANJEROS pero a nosotros los MEXICANOS NOOOOO?,,0.035092648,,,,,
"podría no haber asientos vacíos en el mundial pero sí hay casas, familias que tienen una silla de su comedor vacía y un estadio lleno no significa nada a comparación de eso.",,0.940288046,,,,,
México ni Estados Unidos merecen ser sede,,0.687194589,,,,,
Osea van a cuidar el mundial en México y no a sus ciudadanos x estar los cuerpos policíacos muy ocupados,,0.499514619,,,,,
nunca olviden a sus hijos,,0.430767192,,,,,
"""Entiendo la rabia, a todos nos urge esa seguridad a diario.
Pero el Plan ese no es un regalo para los turistas, es un requisito legal de la FIFA. Si México no cumple, nos quitan el evento y perdemos la inversión de nuestros impuestos. Pasó igual en Brasil, en Rusia y en Qatar; es logística pura, no preferencia.""",,0.063362063,,,,,
"Es sabido que los gobiernos gastan mucho dinero para promocionar su imagen y ""logros"" desgraciadamente las personas desaparecidas no son negocio que es lo que ahorita quieren tener por el mundial",,0.491181493,,,,,
la gente que se queja del mundial como si el mundial tuviera la culpa la culpa la tiene el gobierno y aparte casi todo el mundial se jugará en usa y Canadá,,0.661759292,,,,,
DEBERIAN CAMBIAR LA SEDE POR INSEGURIDAD,,0.496050681,,,,,
[Sticker] ,,0.240377639,,,,,
Claudia dice que México súper bien 😳,,0.473157962,,,,,
Cancelen el mundial,,0.635546496,,,,,
"Para que no lo quiten el mundial, que burla 😂😂",,0.565954046,,,,,
"Dios los bendiga, e ilumine su camino",,0.096463277,,,,,
En la cara del mexicano se burlan los del gobierno morena 🤦‍♀️,,0.177970224,,,,,
Que peligro ir a México este va a ser el peor mundial de todos,,0.4007505,,,,,
"están diciéndo que para extranjeros si hay seguridad, pero para los mexicanos nuncaaa",,0.336013732,,,,,
Exacto 👍👍👍,,0.331882433,,,,,
"""recordar que los desaparecidos también son mexicanos"" 😢",,0.187305188,,,,,
"solo la gente entenderá cuando le pase a un familiar, tristemente",,0.513072438,,,,,
"Haber, el gobierno no destina ya dinero para la realización del mundial, eso lo hace la federación de fútbol y los empresarios.
Dos, existen fiscalias especializadas en ese tema.",,0.129119604,,,,,
Y eso porque no lo hicieron con Carlos Manzo ?,,0.215123329,,,,,
"esto debe de ser todos los días, no solo por el evento 🙄",,0.452083417,,,,,
cancelen el mundial en México,,0.794692116,,,,,
NO AL MUNDIAL 😡😡😡😡,,0.077958057,,,,,
"no pueden proteger a los.mexicanos , ahora quieren proteger todo un evento con extranjeros el gobierno solo quiere aparentar un bien que no es .",,0.346021127,,,,,
quieren proteger a gente de fuera para un mundial pero a su gente no,,0.874624984,,,,,
"Dios mío! Tantas personas desaparecidas, que triste de verdad.",,0.899661594,,,,,
No queremos mundial queremos justicia🙏🏻,,0.164709675,,,,,
"“Buen maquillaje para el espectáculo… mientras tanto, que continúen los Juegos del Hambre.”",,0.66655195,,,,,
QUE CANCELEN EL MUNDIAL,,0.39777154,,,,,
Y si hacemos el plan KUKULKÁN permanente y no nada más en el mundial !!!!,,0.424991602,,,,,
Soy peruano y ni así pienso ir,,0.188403881,,,,,
Esos mundiales funcionan x tantos corruptos y x las personas aficionadas eso ya no ayuda en nada,,0.784565474,,,,,
Oigan una pregunta en mi tierra también ay desaparecidos pero andan con esa propaganda sirve de algo pregunto??,,0.785344828,,,,,
Pq no ponen los letreros tmb en inglés para q los turistas entiendan q hay mucho mas cosas que cosas culturales en México,,0.800129121,,,,,
Y por que no dejan el plan Kukulkan de manera permanente para todos los ciudadanos mexicanos???,,0.209111574,,,,,
"que triste,esa seguridad la necesita culiacan,guanajuato,jalisco y sobretodo las madres buscadores,es que México esta así porque quiere",,0.216124701,,,,,
Apoyo para los padres y madres que buscan a sus hij@s,,0.593453479,,,,,
no al mundial,,0.338310265,,,,,
no entendí por que lo sacá si no a se nada los papeles ahí,,0.364820452,,,,,
la presidenta ya abrió una carpeta de investigación,,0.705544964,,,,,
ya no miren TV Azteca,,0.984831969,,,,,
Necesitamos mundiales las 24 horas de por vida en mexico 🥴,,0.776251649,,,,,
y los padres en casa qué hacemos por educar a nuestros hijos todo se lo queremos dejar a los gobiernos si nosotros no podemos con uno o dos hijos menos el gobierno no va a poder con millones,,0.024763351,,,,,
Donde seles puede donar para los recursos que necesiten,,0.836849598,,,,,
[Sticker] ,,0.319678358,,,,,
¿Me estás diciendo que se tiene que hacer todo eso para que se pueda jugar en paz un mundial allí?,,0.143959225,,,,,
